row_id,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11
0,-1.9255049452975455,-0.05123733397424561,-4.487214129303871,1.0899288562255807,1.1340665372347283,-0.4313676125658464,0.2569298934051114,1.0072681607554328,-1.7091558509850224,-1.1194993257341974,0.24703962806507485,-0.05342665400830082
6,4.135254518430478,2.256723196412497,0.6530457901893386,-1.1579750724406253,-1.4845154264501517,1.101359897468595,-1.7026786650840962,3.6684076710904123,0.08073795469515913,-1.968131649613556,0.04726861228061585,-0.48259335874962245
9,-0.0666227234029807,0.07947553770975896,0.39148767140287116,2.3682839787729097,2.0252331649810285,2.783587425200928,-1.9451878590505458,1.2137088617787075,-1.5518816693126625,2.3722232255587103,-0.5151528443140861,-0.47876046198479605
13,-1.8349031491202554,2.9811589404066505,-2.2389039259956753,-0.8298732829718404,-1.1058090715659852,-3.607390773262507,3.167032306686767,2.2038823782077044,-0.908279336367721,-0.4391197382973858,0.3100452242294293,0.024698193834708226
17,-3.0153732826452746,1.1525286618656987,1.2720785907305852,-0.8363642161507647,0.840942736372287,1.1326057361741617,-2.198622219152911,2.2915380397797547,-0.6968933501183002,1.8426582169200332,-0.9967411480780899,0.40428170931750784
21,-2.4170282918840047,0.22347361697402224,1.4436764724924056,3.8263980409286438,-3.6770466550688456,0.43635756816962196,-0.20887755232457578,-0.48456973872973996,1.5339535223148602,-2.8379866471911406,-0.17367203810110243,0.3037569704755673
23,-4.77294982359014,-5.7819877681659575,-0.7075585921616593,-1.1660385931033772,-0.2951175357486046,3.653531860805899,1.7068843182024198,-0.5951653546602323,0.40200005797882865,1.968339856967261,-0.004056351273807768,-0.11348456723562672
24,-5.302178081964169,-1.3501393292152284,3.839752444856651,-2.245247619740073,1.2784752806922726,2.3593271969748053,-0.01176399963871511,-0.20123063755338935,-0.9311666288619498,-3.0417981345011946,0.044591481626826246,0.06837203755762422
25,0.9695742659683337,2.132829692852525,0.4052895641263122,-0.1015456681718339,0.40721057866559174,-2.2719597087583683,-2.778045273333562,-1.8804075037338728,-1.068692862557088,1.2649128925049435,-1.0849758402575624,0.49410663593224835
30,1.9336500622599169,-1.3823261763615666,-1.0481593367202984,3.467538031792697,1.5425726711316894,1.4398046705845788,-0.8810843350450863,3.1471170347177084,0.5625661268778002,-1.4807052850302025,-0.2179774560434986,-0.2899081041500019
39,1.1545276230972812,-1.2230973800707745,-3.1071943266126287,-2.7593712665455743,5.280532195877057,1.186381811297737,1.3363486600367682,-2.858847306997769,-2.626529581913642,-1.8160995108825881,0.026256427816857886,-0.427104898646044
45,3.763398934053949,1.3996192038227584,-0.8954711293433962,-2.935731709302762,1.8389466862346382,3.066786397344344,0.15177263339545843,-1.4800697438696304,-2.3580901457440486,-1.3157009653395941,0.3282080391038009,-0.7235672374809642
47,3.087711871431489,-3.5838306257480874,1.082985220419105,-2.0087342134216843,-4.538549755420963,1.3807726957700508,-1.94694670372244,2.4293368402151145,-1.0269834991731424,0.6207080307140933,-0.3887585812045766,-0.026359829262892542
51,0.5192125545431311,2.2645136730688282,0.2596206628727185,2.0024121721177615,-3.090490416621472,3.101334950856542,2.1056227846449045,-0.8353914744561608,-1.1458255153076895,1.47972152522379,-0.06800394296348217,-0.6092297082966076
67,0.6294480228789422,0.07423245072392784,-1.1036384284544047,1.7232749698165668,-0.32694372344981265,-0.3298911573683937,-0.8947126079705213,1.8184894604925146,-2.1194233667856497,-0.27808556507828386,-0.547687489466956,-0.10384005274182873
68,-1.285494925805726,0.46387795143898397,2.413452389173016,-0.1998592317440123,-0.8104217991377293,2.3430853383057846,0.5121315312861877,-0.42245435002778686,1.8516083090070348,-0.21487353669426645,0.4191781219002284,0.9756595631784175
69,5.392417576331603,-2.151205465252991,-0.34550446141324587,-1.4701435443882003,0.6117920892365745,2.472801242749502,-1.2734415765404148,2.5910785264156706,-0.9390672082579865,-1.301939649118025,-0.32125431908044055,-0.6251795290976665
74,3.912745569149902,-2.947047492637611,0.7467061777414299,-3.459192702389708,-1.4033294297186354,2.237275617415757,-1.044405911561932,-1.014019267277797,-1.807682288206542,1.9192854399705992,-0.8224188862733888,-0.4668750117882278
80,4.768984014955683,1.2083807351801203,0.9809483765544406,-0.7426327190365039,-2.621696933017023,-0.36083044157117417,2.2336716323692984,-0.9377771593559534,1.8303195356459963,0.8761580595992845,0.4514218358451947,0.2653548300762205
83,0.7451894804041128,6.799320708489658,1.055603228460525,-2.4584507007817447,3.0259157620499835,-1.9198985764498495,0.5767986929712327,-0.2679186448342433,0.7598712458020633,1.8434414085179578,0.1560443752449086,0.3923393893503363
84,1.2977959750102377,7.140706758256992,-0.46075238333810825,-1.0027601243499846,1.8646873886356592,-2.1909622352111624,-2.8971873140793316,2.252716347848402,-0.5682486252828202,-1.4789582445185911,-0.20042859691023468,-0.06425033300239336
86,-0.2259818262459919,-3.0819015242734467,2.364453793895327,3.684731434633502,-0.014778995801256013,-0.3763817580191528,1.8108338730965003,1.1333311717566392,-1.6490132085283562,1.5741827656441942,-0.1401331175216367,0.29006318430730693
109,0.681132937166318,3.3863231715448485,0.14153893813000684,0.7039396512387036,-4.337968326245657,-0.581702781139189,-0.453336358503052,-0.8366514542732532,0.4224607750048195,-3.0020039046332156,0.17688352026661425,-0.08682988722742635
